customs_office_id,name,country,street_and_address,postcode,city,latitude,longitude
GR004005,3ο ΠΕΙΡΑΙΑ,GR,ΟΡΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ,18701,ΠΕΙΡΑΙΑΣ,37.9431594,23.6470593
GR004006,2ο ΠΕΙΡΑΙΑ,GR,ΟΡΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ,18710,ΠΕΙΡΑΙΑΣ,37.9431594,23.6470593
GR004007,4ο ΠΕΙΡΑΙΑ,GR,ΜΠΟΥΜΠΟΥΛΙΝΑΣ & ΙΩΝΙΑΣ - ΚΕΡΑΤΣΙΝΙ,18755,ΠΕΙΡΑΙΑΣ,37.9431594,23.6470593
GR004019,ΤΕΛΩΝΕΙΑΚΗ ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,GR,ΠΛΑΤΕΙΑ ΑΓ. ΝΙΚΟΛΑΟΥ,18537,ΠΕΙΡΑΙΑΣ,37.9388148,23.6401362
GR004031,ΠΟΡΟΥ,GR,ΠΟΡΟΣ,180 20,ΠΟΡΟΣ,37.4995423,23.4529633
GR004076,ΚΥΘΗΡΩΝ,GR,ΚΑΨΑΛΙ ΚΥΘΗΡΑ,80100,ΚΑΨΑΛΙ ΚΥΘΗΡΑ,36.1467419,22.9943901
GR004101,ΣΚΥΔΡΑΣ,GR,ΣΙΔ. ΣΤΑΘΜΟΣ,58500,ΣΚΥΔΡΑ,40.2705268,22.5302332
GR004201,ΚΑΤΕΡΙΝΗΣ,GR,2 ΧΛΜ ΚΑΤΕΡΙΝΗΣ-ΘΕΣΣΑΛΟΝΙΚΗΣ,60100,ΚΑΤΕΡΙΝΗ,40.2713616,22.5087618
GR004302,ΠΡΕΒΕΖΑΣ,GR,ΝΕΟ ΛΙΜΑΝΙ,48100,ΠΡΕΒΕΖΑ,39.2035137,20.1897727
GR004431,ΡΕΘΥΜΝΟΥ,GR,ΝΕΑΡΧΟΥ 49,74 100,ΡΕΘΥΜΝΟ,37.9959711,23.9395399
GR004531,ΚΟΜΟΤΗΝΗΣ,GR,ΜΕΡΑΡΧΙΑΣ ΣΕΡΡΩΝ 46,69100,ΚΟΜΟΤΗΝΗ,41.1159157,25.3845436
GR004631,ΣΑΜΟΥ,GR,Θ.ΣΟΦΟΥΛΗ 3,83100,ΣΑΜΟΣ,38.0055485,23.785069
GR004671,ΑΓΙΟΥ ΚΗΡΥΚΟΥ,GR,ΑΓΙΟΣ ΚΗΡΥΚΟΣ,833 00,ΑΓΙΟΣ ΚΗΡΥΚΟΣ,37.6123552,26.2941695
GR004701,ΣΕΡΡΩΝ,GR,ΟΜΟΝΟΙΑΣ 1,62110,ΣΕΡΡΕΣ,41.0760942,23.5401171
GR004831,ΤΡΙΚΑΛΩΝ,GR,ΔΕΛΤΑ ΛΑΡΙΣΑΣ,GR 42100,ΤΡΙΚΑΛΑ,39.6133376,22.412626
GR004902,ΣΤΥΛΙΔΑΣ,GR,ΛΙΜΑΝΙ,35300,ΣΤΥΛΙΔΑ,38.9449996,22.9367924
GR005001,ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ,GR,-,53076,ΚΡΥΣΤΑΛΛΟΠΗΓΗ,40.723136,21.1909481
GR005031,ΦΛΩΡΙΝΑΣ,GR,ΣΙΔΗΡ. ΣΤΑΘΜΟΣ,53100,ΦΛΩΡΙΝΑ,40.7813652,21.4150911
GR005032,ΝΙΚΗΣ,GR,,53100,ΝΙΚΗ - ΦΛΩΡΙΝΑΣ,40.9087378,21.4213034
GR005131,ΙΤΕΑΣ,GR,ΠΑΡΑΛΙΑ ΙΤΕΑΣ,32300,ΙΤΕΑ,38.4289481,22.429939
GR005201,ΔΑΦΝΗΣ,GR,ΔΑΦΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 87,ΔΑΦΝΗ,39.994494,23.5778813
GR005233,ΙΕΡΙΣΣΟΥ,GR,ΔΗΜΟΚΡΑΤΙΑΣ 5,630 75,ΙΕΡΙΣΣΟΣ,40.3979096,23.8776231
GR005234,ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ,GR,,63200,ΝΕΑ ΜΟΥΔΑΝΙΑ,40.239881,23.2853943
GR005302,ΧΑΝΙΩΝ,GR,ΠΛ. ΑΓΓΕΛΑΚΗ,73200,ΣΟΥΔΑ,35.4871175,24.0659027
GR005401,ΧΙΟΥ,GR,ΛΕΩΦ.ΑΙΓΑΙΟΥ 14,82100,ΧΙΟΣ,39.0803375,26.3706578
GR009901,ΓΔΤΕΦΚ-ΔΤΔ,GR,ΠΕΙΡΑΙΩΣ 180,17778,ΤΑΥΡΟΣ,37.9700354,23.7004625
GR009917,ΔΙΕΥΘΥΝΣΗ ΔΑΣΜΟΛΟΓΙΚΩΝ ΘΕΜΑΤΩΝ,GR,ΠΕΙΡΑΙΩΣ 180,17778,ΤΑΥΡΟΣ,37.9700354,23.7004625
GR009919,ΔΙΕΥΘΥΝΣΗ ΤΕΛΩΝΕΙΑΚΩΝ ΔΙΑΔΙΚΑΣΙΩΝ,GR,ΠΕΙΡΑΙΩΣ 180,17778,ΤΑΥΡΟΣ,37.9700354,23.7004625
GR009925,ΔΙΕΠΙΔΙ/Β’,GR,ΠΕΙΡΑΙΩΣ 72 ΚΑΙ ΠΥΡΓΟΥ,18346,ΜΟΣΧΑΤΟ,37.9552355,23.6802925
GR009930,ΔΑΤΕ,GR,ΠΕΙΡΑΙΩΣ 72 ΚΑΙ ΠΥΡΓΟΥ,18346,ΜΟΣΧΑΤΟ,37.9552355,23.6802925
GR009934,ΔΙΕΥΘΥΝΣΗ ΕΙΔΙΚΩΝ ΦΟΡΩΝ ΚΑΤΑΝΑΛΩΣΗΣ,GR,ΠΕΙΡΑΙΩΣ 180,17778,ΤΑΥΡΟΣ,37.9700354,23.7004625
GR009991,ΕΛ.Υ.Τ. Αττικής,GR,Ακτή Κονδύλη 32,18545,Πειραιάς,37.9493981,23.6405039
GR009992,ΕΛ.Υ.Τ. Θεσσαλονίκης,GR,"Δροσιά Θέρμης, Ταχ. Θυρίδα 60093",57001,Θεσσαλονίκη,40.5485201,23.019646
GR009999,ΛΟΙΠΕΣ ΥΠΗΡΕΣΙΕΣ,GR,ΠΕΙΡΑΙΩΣ 72 ΚΑΙ ΠΥΡΓΟΥ,18346,ΜΟΣΧΑΤΟ,37.9552355,23.6802925
HR011002,CARINSKA UPRAVA RH SREDIŠNJI URED,HR,A.VON HUMBOLDTA 4A,10000,ZAGREB,45.8130967,15.9772795
HR012351,ODJEL ZA POTRAGE I ZAKLJ. POSTUPAKA,HR,Alexandera von Humboldta 4a,10000,ZAGREB,45.7979373,15.9691923
HR017701,SLUŽBA - TROŠARINSKI URED ZA VEZU,HR,A.VON HUMBOLDTA 4A,10000,ZAGREB,45.8130967,15.9772795
HR030007,PODRUČNI CARINSKI URED ZAGREB,HR,AVENIJA DUBROVNIK 11,10000,ZAGREB,45.777453,15.9733228
HR030147,CARINSKI URED ZAGREB,HR,JANKOMIR 25,10090,ZAGREB,45.7991672,15.877037
HR030171,SLUŽBA ZA RGP JANKOMIR I SL.ZONA,HR,JANKOMIR 25,10090,ZAGREB,45.7991672,15.877037
HR030228,SLUŽBA ZA RGP ŽITNJAK,HR,SLAVONSKA AV. B.B.,10000,ZAGREB,45.8936606,16.850363
HR030236,RGP ZRAČNA LUKA ZAGREB,HR,RUDOLFA FIZIRA BB,10410,VELIKA GORICA,45.7365183,16.0737692
HR030244,RGP POŠTA,HR,POŠTANSKA ULICA 9,10410,VELIKA GORICA,45.7194011,16.0489409
HR030252,CARINSKI URED KRAPINA,HR,ŽUTNICA 4-6,49000,KRAPINA,46.1958806,15.8783191
HR030287,SLUŽBA ZA RGP KRAPINA I SL.ZONA,HR,ŽUTNICA 4-6,49000,KRAPINA,46.1958806,15.8783191
HR030295,CARINSKI URED VARAŽDIN,HR,VILKA NOVAKA 48C,42000,VARAŽDIN,46.3010536,16.3461129
HR030325,SLUŽBA ZA RGP VARAŽDIN I SL.ZONA,HR,TRNOVEC BARTOLOVEČKI,42000,VARAŽDIN,46.2942784,16.3992728
HR030333,SLUŽBA ZA RGP ČAKOVEC,HR,CARINSKI ODVOJAK BB,40000,ČAKOVEC,46.3876663,16.4089211
HR030341,CARINSKI URED KOPRIVNICA,HR,KOLODOVORSKA BB,42000,KOPRIVNICA,46.1990819,16.7176661
HR030376,SLUŽBA ZA RGP KOPRIVNICA,HR,KOLODOVORSKA BB,48000,KOPRIVNICA,46.2017974,16.7215109
HR030384,SLUŽBA ZA RGP BJELOVAR,HR,ULICA BLAJBURŠKIH ŽRTAVA 24,43000,BJELOVAR,45.9050481,16.8591496
HR030392,CARINSKI URED SISAK,HR,RIMSKA B.B.,44000,SISAK,45.4891806,16.374592
HR030422,SLUŽBA ZA RGP SISAK,HR,RIMSKA B.B.,44000,SISAK,45.4891806,16.374592
HR030430,KONTROLNO MJESTO KUTINA,HR,METANSKA 9,44320,KUTINA,45.4740581,16.7763215
HR030449,KONTROLNO MJESTO CRNAC,HR,BRAĆE BOBETKO B.B.,44000,SISAK,45.4891806,16.374592
HR030457,CARINSKI URED KARLOVAC,HR,ILOVAC B.B.,47000,KARLOVAC,45.4892522,15.5486303
HR030481,SLUŽBA ZA RGP KARLOVAC,HR,ILOVAC B.B.,47000,KARLOVAC,45.4892522,15.5486303
HR030503,RGP JASENOVAC,HR,UŠTICA B.B,44324,UŠTICA,45.2633324,16.9097857
HR030511,KONTRLNO MJESTO HRVATSKA DUBICA,HR,ULICA OLUJE 95 B.B.,44450,HRVATSKA DUBICA,45.1883405,16.806366
HR030538,KONTROLNO MJESTO VOLINJA,HR,VOLINJA B.B.,41203,DIVUŠA,45.1426808,16.4449726
HR030546,KONTROLNO MJESTO HRV. KOSTAJNICA,HR,K. HAJDIĆA B.B.,41203,HRVATSKA KOSTAJNICA,45.2228815,16.5491384
HR030562,SLUŽBA ZA RGP ZAPADNI KOLODVOR,HR,VODOVODNA 20/A,10000,ZAGREB,45.8089798,15.9459326
HR030597,GCU JASENOVAC,HR,UŠTICA B.B,44324,UŠTICA,45.2633324,16.9097857
HR030600,RGP DVOR,HR,MATICE HRVATSKE B.B.,44440,MATIJEVIĆI,43.5483,16.3388703
HR030660,KONTROLNO MJESTO MACELJ,HR,Gornji Macelj bb,49225,Đurmanec,46.2437579,15.8459648
HR030686,GCU ZRAČNA LUKA I POŠTA,HR,RUDOLFA FIZIRA BB,10410,VELIKA GORICA,45.7365183,16.0737692
HR030724,KM I (RHEA-UPS),HR,BUZINSKI PRILAZ 36 A,10010,BUZIN,45.7495379,15.9970212
HR030732,KM II (IN TIME-FEDEX I TNT),HR,Nova cesta 78,10020,NOVI ZAGREB,45.8024921,15.9546157
HR030740,KM III (DHL),HR,UTINJSKA 40,10020,NOVI ZAGREB,45.7683838,15.956823
HR030759,KM IV (LAGERMAX - DPD),HR,ZASTAVNICE 38A,10251,HRVATSKI LESKOVAC,45.7533576,15.897124
HR030767,KONTROLNO MJESTO KOTORIBA,HR,KOLODVORSKA BB,40329,KOTORIBA,46.3359384,16.7421103
HR060003,PODRUČNI CARINSKI URED RIJEKA,HR,RIVA BODULI 9,51000,RIJEKA,45.3267976,14.442208
HR060143,CARINSKI URED RIJEKA,HR,RIVA BODULI 9,51000,RIJEKA,45.3239871,14.440693
HR060178,SLUŽBA ZA RGP LUKA RIJEKA,HR,SENJSKO PRISTANIŠTE BB,51000,RIJEKA,45.323831,14.4407024
HR060186,KONTROLNO MJESTO ZRAČNA LUKA RIJEKA,HR,HAMEC 1,51513,OMIŠALJ,45.2108673,14.5564902
HR060208,KONTROLNO MJESTO OMIŠALJ,HR,HAMEC 1,51513,OMIŠALJ,45.2108673,14.5564902
HR060216,KONTROLNO MJESTO MALI LOŠINJ,HR,VLADIMIRA GORTANA 7,51550,MALI LOŠINJ,45.0826231,13.6356629
HR060224,SLUŽBA ZA RGP ŠKRLJEVO,HR,"INDUSTRIJSKA ZONABB, ROBNI TERMINAL",51223,KUKULJANOVO,45.3264757,14.5227691
HR060232,CARINSKI URED PULA - POLA,HR,RIVA 8,52100,PULA,44.9265949,13.8032837
HR060267,SLUŽBA ZA RGP LUKA PULA - POLA,HR,LABINSKA 38,52100,PULA,44.8833858,13.8651115
HR060275,KONTROLNO MJESTO LABIN,HR,"TRGET, BRŠICA LUKA BB",52220,LABIN,45.0913954,14.1236014
HR060283,KONTOLNO MJESTO ZRAČNA LUKA PULA,HR,VALTURSKO POLJE BB,52100,PULA,44.8702281,13.8455311
HR060291,KONTROLNO MJESTO BUJE,HR,DIGITRONSKA 33,52460,BUJE,45.4172167,13.6582722
HR060305,KONTROLNO MJESTO BRŠICA,HR,BRŠICA LUKA BB,52214,TRGET,45.0207972,14.0567828
HR060313,KONTROLNO MJESTO UMAG,HR,OBALA JOSIPA BROZA TITA 2,52470,UMAG,45.4340342,13.5182843
HR060356,SLUŽBA ZA RGP PAZIN,HR,ŠIME KURELIĆA 2/3,52000,PAZIN,45.2429402,13.922271
HR060364,CARINSKI URED GOSPIĆ,HR,BILAJSKA 141,53000,GOSPIĆ,44.5363619,15.391383
HR060399,SLUŽBA ZA RGP GOSPIĆ,HR,BILAJSKA 141,53000,GOSPIĆ,44.5363619,15.391383
HR060402,GCU LIČKO PETROVO SELO,HR,LIČKO PETROVO SELO,53233,LIČKO PETROVO SELO,44.8800305,15.7120977
HR060410,RGP LIČKO PETROVO SELO,HR,GP LIČKO PETROVO SELO,53233,LIČKO PETROVO SELO,44.8800305,15.7120977
HR060461,RGP MALJEVAC,HR,MALJEVAC BB,47222,CETINGRAD,45.2004859,15.7874822
HR070009,PODRUČNI CARINSKI URED OSIJEK,HR,CARA HADRIJANA 11,31000,OSIJEK,45.5581738,18.7082409
HR070149,CARINSKI URED OSIJEK,HR,UL. JABLANOVA 11,31000,OSIJEK,45.5548793,18.6953685
HR070173,SLUŽBA ZA RGP OSIJEK I SL. ZONA,HR,UL. JABLANOVA 11,31000,OSIJEK,45.5548793,18.6953685
HR070181,KONTROLNO MJESTO ZRAČNA LUKA OSIJEK,HR,VUKOVARSKA 67 KLISA,31000,OSIJEK,45.4798006,18.8276397
HR070203,SLUŽBA ZA RGP VINKOVCI,HR,EUGENA KVATERNIKA 76,32100,VINKOVCI,45.3444502,18.99701
HR070211,CARINSKI URED SLAVONSKI BROD,HR,DR. MILE BUDAKA 1,35000,SLAVONSKI BROD,45.1652258,18.0106398
HR070246,SLUŽBA ZA RGP SL. BROD I SL. ZONA,HR,"DR. MILE BUDAKA 1, 35000 SL. BROD",35000,SLAVONSKI BROD,45.1665803,18.0121385
HR070254,SLUŽBA ZA RGP POŽEGA,HR,OSIJEČKA 19,35000,OSIJEK,45.5548793,18.6953685
HR070262,CARINSKI URED VIROVITICA,HR,VINKOVAČKA C. 14,33000,VIROVITICA,45.8244714,17.3932255
HR070297,SLUŽBA ZA RGP VIROVITICA,HR,VINKOVAČKA C. 14,33000,VIROVITICA,45.8244714,17.3932255
HR070300,GCU BAJAKOVO,HR,GRANIČNI PRIJELAZ BAJAKOVO,32264,BAJAKOVO,45.048588,19.0992842
HR070319,RGP BAJAKOVO,HR,GRANIČNI PRIJELAZ BAJAKOVO,32264,BAJAKOVO,45.048588,19.0992842
HR070327,RGP TOVARNIK,HR,GP TOVARNIK BB,32249,TOVARNIK,45.1647395,19.1518385
HR070343,SLUŽBA ZA RGP VUKOVAR I SL ZONA,HR,DUNAVSKI PRILAZ BB,32000,VUKOVAR,45.3603583,18.9902774
HR070378,RGP BATINA,HR,GP BATINA,31306,BATINA,45.4648157,16.8189115
HR070386,RGP ILOK,HR,GP MOST NA DUNAVU ILOK-BAČKA-PALANK,32236,ILOK,45.2215817,19.3754013
HR070394,KONTROLNO MJESTO PRINCIPOVAC I,HR,"GP PRINCIPOVAC-BAT,32236 ILOK",32236,ILOK,45.2215817,19.3754013
HR070408,KONTROLNO MJESTO PRINCIPOVAC II,HR,GP PRINCIPOVAC (SOT) 32236 ILOK,32236,ILOK,45.2215817,19.3754013
HR070416,KONTROLNO MJESTO ILOK I,HR,GP ILOK-(NEŠTIN) 32236 ILOK,32236,ILOK,45.2215817,19.3754013
HR070432,GCU ŽUPANJA,HR,"GP ŽUPANJA, ŽUPANJA-MOST",32277,ŽUPANJA,45.0723677,18.694355
HR070440,RGP ŽUPANJA MOST,HR,BOŠNJAČKA BB,32277,ŽUPANJA,45.0723677,18.694355
HR070467,RGP GUNJA,HR,"GP GUNJA, MIROSLAVA KRLEŽE BB",32260,GUNJA,44.887927,18.826435
HR070483,KONTROLNO MJESTO Ž. KOL. DRENOVCI,HR,GP ŽK DRENOVCI,32100,DRENOVCI,44.9194975,18.9109364
HR070491,RGP SL. ŠAMAC I ŽELJ.KOL. SL. ŠAMAC,HR,"GP SL. ŠAMAC, 35220 SLAVONSKI ŠAMAC",35220,SLAVONSKI ŠAMAC,45.0665916,18.4877434
HR070513,GCU STARA GRADIŠKA,HR,"GP STARA GRADIŠKA , 35400 STARA GRA",48127,STARA GRADIŠKA,45.1496171,17.2421111
HR070521,RGP STARA GRADIŠKA,HR,"GP STARA GRADIŠKA , 35400 STARA GRA",35400,STARA GRADIŠKA,45.1496171,17.2421111
HR070530,CARINSKI URED VUKOVAR,HR,DUNAVSKI PRILAZ BB,31000,VUKOVAR,45.3614346,18.9894823
HR070548,RGP SLAVONSKI BROD I LUKA SL.BROD,HR,GP SLAVONSKI BROD MOST,35000,SLAVONSKI BROD,45.1665803,18.0121385
HR070556,RGP SVILAJ,HR,"GP SVILAJ, 35215 SVILAJ",35215,SVILAJ,45.1239536,18.2961779
HR070572,KONTROLNO MJESTO LUKA DRAVA,HR,VUKOVARSKA 229 B,31000,OSIJEK,45.5548793,18.6953685
HR070599,RGP ERDUT I Ž.KOLODVOR,HR,GRANIČNI PRIJELAZ ERDUT,31206,ERDUT,45.514583,19.078152
HR070661,SLUŽBA ZA RGP ŽUPANJA,HR,Bošnjačka bb,32270,Županja,45.0723677,18.694355
HR070688,GCU ERDUT,HR,GRANIČNI PRIJELAZ,31206,ERDUT,45.514583,19.078152
HR070696,GCU ILOK,HR,ILOK B. PALANKA,32236,ILOK,45.2215817,19.3754013
HR070700,GCU SLAVONSKI BROD,HR,GP Slavonski Brod -most,35220,SLAVONSKI BROD,45.1665803,18.0121385
HR070726,KM TOVARNIK ŽELJEZNIČKI KOLODVOR,HR,KOLODVORSKA BB,32249,TOVARNIK,45.1553253,19.1495454
HR080004,PODRUČNI CARINSKI URED SPLIT,HR,"ZRINSKO-FRANKOPANSKA 60, 21000 SPLI",21000,SPLIT,43.5116383,16.4399659
HR080144,CARINSKI URED SPLIT,HR,"PUT SJEVERNE LUKE BB, 21000 SPLIT",21000,SPLIT,43.5116383,16.4399659
HR080179,SLUŽBA ZA RGP SPLIT,HR,GAT SV DUJE 4,21000,SPLIT,43.5116383,16.4399659
HR080209,SLUŽBA ZA RGP ZRAČNA LUKA SPLIT,HR,CESTA DR. FRANJE TUĐMANA 1270,21210,KAŠTEL ŠTAFILIĆ,43.545868,16.3239417
HR080225,CARINSKI URED ŠIBENIK,HR,OBALA HRVATSKE MORNARICE 2,22000,ŠIBENIK,43.8160662,15.6680438
HR080284,CARINSKI URED ZADAR,HR,IVANA BRČIĆA 2,23000,ZADAR,44.1182481,15.2218084
HR080314,SLUŽBA ZA RGP ZADAR,HR,"IVANA BRČIĆA 2, 23000 ZADAR",23000,ZADAR,44.1168594,15.2353257
HR080322,KONTROLNO MJESTO ZRAČNA LUKA ZADAR,HR,"ZRAČNA LUKA BB, 23222 ZEMUNIK DONJI",23000,ZADAR,44.1168594,15.2353257
HR080357,CARINSKI URED PLOČE,HR,TRG KRALJA TOMISLAVA 26. 20 340 PLO,20340,PLOČE,43.0524293,17.4360676
HR080381,SLUŽBA ZA RGP LUKA PLOČE,HR,TRG KRALJA TOMISLAVA 26. PLOČE,20340,PLOČE,43.0488058,17.4328199
HR080438,KONTROLNO MJESTO LUKA DUBROVNIK,HR,DR.ANTE STARČEVIĆA 9.,20000,DUBROVNIK,43.9392401,15.4496073
HR080446,SLUŽBA ZA RGP KORČULA,HR,DR.FRANJE TUĐMANA BB.,20260,KORČULA,43.4392192,17.1454545
HR080454,KONTROLNO MJESTO VELA LUKA,HR,OBALA 2 BROJ 1. 20 270 VELA LUKA,20270,VELA LUKA,42.9609767,16.7180177
HR080470,KONT. MJESTO ZRAČNA LUKA DUBROVNIK,HR,DOBROTA 24. 20 213 ČILIPI,20213,DUBROVNIK,42.6487362,18.0946802
HR080497,GCU KAMENSKO,HR,KAMENSKO,21240,KAMENSKO,43.6165358,16.9532558
HR080500,RGP KAMENSKO,HR,GP KAMENSKO,21240,KAMENSKO,43.6165358,16.9532558
HR080551,RGP STRMICA,HR,STRMICA BB,22301,GOLUBIĆ,44.1694179,16.2616872
HR080586,GCU VINJANI DONJI,HR,"VINJANI DONJI BB, VINJANI DONJI",21260,VINJANI DONJI,43.4295821,17.254913
HR080594,RGP VINJANI DONJI,HR,"VINJANI DONJI BB, VINJANI DONJI",21260,VINJANI DONJI,43.4295821,17.254913
HR080632,RGP VINJANI GORNJI,HR,"VINJANO GORNJI BB, VINJANI GORNJI",21260,VINJANI GORNJI,43.4815933,17.2358404
HR080640,GCU METKOVIĆ,HR,NOVA SELA BB.20 278 NOVA SELA,20278,NOVA SELA,43.1015971,17.5592472
HR080659,RGP METKOVIĆ - NOVA SELA,HR,NOVA SELA BB.20 278 NOVA SELA,20278,NOVA SELA,43.1015971,17.5592472
HR080683,RGP Ž. KOLODVOR I LUKA METKOVIĆ,HR,OBALA NERETVANSKE KNEŽEVINE 1,20350,METKOVIĆ,43.0558168,17.6494425
HR080756,RGP KLEK,HR,KLEK 20 356 KLEK,20356,KLEK,42.9455874,17.5633132
HR080772,GCU KARASOVIĆI,HR,KARASOVIĆI BB,20220,KARASOVIĆI,42.5055895,18.4015139
HR080780,RGP KARASOVIĆI,HR,KARASOVIĆI BB,20220,KARASOVIĆI,42.5055895,18.4015139
HR080802,KM GORNJI BRGAT,HR,GORNJI BRGAT bb,20207,GORNJI BRGAT,42.6426464,18.1571322
HR080810,RGP ZATON DOLI,HR,ZATON DOLI BB,20231,ZATON DOLI,42.832736,17.74976
HR080853,KONTROLNO MJESTO STARI GRAD,HR,TRAJEKTNA LUKA BB,21460,STARI GRAD,43.5029127,16.4420063
HR080896,SLUŽBA ZA RGP ŠIBENIK,HR,"NARODNOG PREPORODA 12, RAŽINE",22000,ŠIBENIK,43.7066689,15.9192509
HR080918,SLUŽBA ZA RGP DUBROVNIK,HR,DR.ANTE STARČEVIĆA 9,20000,DUBROVNIK,43.9392401,15.4496073
HR080950,CARINSKI URED DUBROVNIK,HR,DR.ANTE STARČEVIĆA 9. DUBROVNIK,20000,DUBROVNIK,42.65039,18.0917239
HU001100,NAV Központi Irányítás Vám Főo,HU,Mester utca 7.,1095,Budapest,47.4805264,19.0699848
HU002900,NAV Közp.Irányítás Ellenőrzési Főo.,HU,Zoltán u. 16.,1054,Budapest,47.5047463,19.0486604
HU013000,NAV KI Kock.elem. és Adattud. Főo.,HU,Szív. u. 53.,1063,"Budapest, VI. ker.",47.5111342,19.0658055
HU015000,NAV Informatikai Intézet,HU,Hungária krt. 112-114.,1143,"Budapest, XIV. ker.",47.5081824,19.1022934
HU050000,NAV Fellebbviteli Igazgatósága,HU,Széchenyi utca 2.,1054,Budapest,47.5027147,19.0457337
HU101000,NAV Dél-Budapesti AVI,HU,Haller utca 3-5.,1096,"Budapest, IX. ker.",47.4777433,19.0862245
HU101150,NAV Dél-budapesti AVI Metrans Sz.h.,HU,Salak utca 1-39.,1211,Budapest,47.4199005,19.0509896
HU101220,NAV Dél-budapesti AVI Bilk Log. SZH,HU,Európa utca 6.,1239,"Budapest, XXIII. ker.",47.3773251,19.120584
HU101280,NAV Dél-budapesti AVI BSZL Zrt. SZH,HU,Weiss Manfréd út 5-7.,1211,"Budapest, XXI. ker.",47.4424264,19.0678204
HU102000,NAV KAVIG,HU,Dob utca 75-81.,1077,"Budapest, VII. ker.",47.502574,19.0690502
HU106200,NAV PVM AVI Masped Rt. SzH,HU,Keleti Márton u. 12.,2151,Fót,47.6131176,19.1780942
HU121000,NAV Repülőtéri Igazgatósága,HU,Liszt Ferenc Nemzetközi Repülőtér,1675,"Budapest, XVIII. ker.",47.4352729,19.2535106
HU160000,NAV Kelet-Budapesti AVI,HU,Gvadányi utca 69.,1144,"Budapest, XIV. ker.",47.5159623,19.1456096
HU170000,NAV Észak-Budapesti AVI,HU,Dózsa György út 128-132.,1134,"Budapest, XIII ker.",47.5200886,19.069834
HU190000,NAV Szakértői Intézete,HU,Hősök fasora 20-24.,1163,Budapest,47.5037248,19.1824233
HU211000,NAV Baranya Vármegyei AVI,HU,Rákóczi út 52-56.,7621,Pécs,46.0765092,18.2280317
HU213000,NAV BAVM AVI Mohácsi Hk.,HU,Budapesti út 14/b.,7700,Mohács,46.0043528,18.6826547
HU221000,NAV Somogy Vármegyei AVI,HU,Béke utca 28.,7400,Kaposvár,46.3564692,17.7886886
HU231000,NAV Tolna Vármegyei AVI,HU,Bezerédj utca 33.,7100,Szekszárd,46.3462916,18.700307
HU311040,NAV BKKVM AVI Royal Sped Zrt. SzH,HU,Fuvar utca 1.,6000,Kecskemét,46.8893012,19.710164
HU311500,NAV Bács-Kiskun Vármegyei AVI,HU,Kurucz körút 16.,6000,Kecskemét,46.9073883,19.6917206
HU315000,NAV BKKVM AVI Hercegszántói Hk.,HU,"Külterület, Pf.: 5.",6525,Hercegszántó,45.950602,18.93584
HU316000,NAV BKKVM AVI Kelebia SzH,HU,Ady Endre u. 35.,6423,Kelebia,46.1971101,19.6071741
HU317000,NAV BKKVM AVI Tompai Hk.,HU,Szabadföld u.104.,6422,Tompa,46.1150883,18.3368113
HU321000,NAV JászNagykunSzolnok Vármegyei AV,HU,József Attila út 22-24.,5000,Szolnok,47.1766679,20.1829246
HU321010,NAV JNSZVM AVI MB2001 Kft. SzH,HU,Kőrösi út 43.,5000,Szolnok,47.163994,20.1583938
HU331000,NAV BKKVM AVI Bajai SzH. I.,HU,Csernák Mihály tér 15.,6500,Baja,46.1785471,18.9517255
HU331010,NAV BKKVM AVI ÁTI DEPO Zrt. SzH.,HU,Szentjánosi út 12.,6500,Baja,46.1785471,18.9517255
HU332000,NAV BKKVM AVI Kiskőrösi SzH.,HU,Kossuth Lajos utca 59.,6200,Kiskőrös,46.6205706,19.2843551
HU411000,NAV BorsodAbaújZemplénVármegyei AVI,HU,Széchenyi István út 10.,3530,Miskolc,48.2966558,20.7343155
HU411020,NAV BAZVM AVI ÁTI Depó SzH.,HU,Repülőtéri u. 6-8.,3526,Miskolc,48.1030643,20.7900429
HU421000,NAV Heves Vármegyei AVI,HU,Eszterházy tér 3-4.,3300,Eger,47.8990144,20.373513
HU422000,NAV HEVM AVI Gyöngyös SzH,HU,Kálvin út 1-3.,3200,Gyöngyös,47.4296176,20.8035818
HU511000,NAV Csongrád-Csanád Vármegyei AVI,HU,Bocskai utca 14.,6721,Szeged,46.2566279,20.1475826
HU511010,NAV CSCSVM AVI Zoll-Platz Kft. SzH,HU,Budapesti út 34.,6728,Szeged,46.2835237,20.0884781
HU515000,NAV CSCSVM AVI Röszke Hk,HU,Pf.: 8.,6758,Röszke,46.1872427,20.0354983
HU515030,NAV CSCSVM AVI Röszke Hk Vasúti SzH,HU,Vasútállomás,6758,Röszke,46.4135866,20.0016247
HU517000,NAV CSCSVM AVI Tiszaszigeti SzH,HU,Határátkelőhely,6756,Tiszasziget,46.1583703,20.1162715
HU521000,NAV Békés Vármegyei AVI,HU,Kinizsi utca 1.,5600,Békéscsaba,46.9678246,21.0773271
